date.time,tag.id,receiver.site,antenna.number,temp.sd,temp.strong,lat,long,strength,gap,temp.diff,mainstem.temp,foray
8/20/2021 20:50,11,1,1,NA,14,44.2333796,-123.1625399,80,1000,-0.8,18.794,0
8/20/2021 21:30,11,1,1,0.357770876,14,44.2333796,-123.1625399,78,40,0,18.889,0
8/21/2021 3:00,11,1,1,NA,11.6,44.2333796,-123.1625399,70,70,-2.4,18.2,0
8/21/2021 3:30,11,1,1,0,13.2,44.2333796,-123.1625399,76,30,1.6,18.224,0
8/21/2021 10:40,11,1,1,NA,13.2,44.2333796,-123.1625399,76,390,0,17.534,0
8/21/2021 15:30,11,1,1,NA,14,44.2333796,-123.1625399,75,290,0.8,18.866,0
8/21/2021 18:10,11,1,1,NA,14,44.2333796,-123.1625399,79,160,0,18.937,0
8/21/2021 21:00,11,1,1,0.565685425,14.8,44.2333796,-123.1625399,77,170,0.8,18.461,0
8/21/2021 22:50,11,1,1,NA,14.8,44.2333796,-123.1625399,49,110,0,18.438,0
8/21/2021 23:10,11,1,1,NA,14.8,44.2333796,-123.1625399,79,20,0,18.366,0
8/22/2021 1:20,11,1,1,NA,15.6,44.2333796,-123.1625399,85,120,0.8,18.01,0
8/22/2021 2:50,11,1,1,NA,14.8,44.2333796,-123.1625399,73,90,-0.8,17.867,0
8/22/2021 3:00,11,1,1,NA,14.8,44.2333796,-123.1625399,75,10,0,17.843,0
8/22/2021 4:10,11,1,1,NA,15.6,44.2333796,-123.1625399,72,70,0.8,17.748,0
8/22/2021 4:40,11,1,1,NA,15.6,44.2333796,-123.1625399,78,30,0,17.582,0
8/22/2021 20:30,11,1,1,0.565685425,15.6,44.2333796,-123.1625399,76,940,0,17.724,0
8/22/2021 20:40,11,1,1,0.715541753,15.6,44.2333796,-123.1625399,76,10,0,17.701,0
8/22/2021 23:50,11,1,1,NA,14.8,44.2333796,-123.1625399,72,150,-0.8,17.344,0
8/23/2021 0:00,11,1,1,0.653197265,15.6,44.2333796,-123.1625399,73,10,0.8,17.296,0
8/23/2021 2:20,11,1,1,NA,13.2,44.2333796,-123.1625399,79,80,-2.4,16.987,0
8/23/2021 3:30,11,1,1,NA,14.8,44.2333796,-123.1625399,73,70,1.6,16.749,1
8/23/2021 4:10,11,1,1,NA,14.8,44.2333796,-123.1625399,79,40,0,16.749,0
