date.time,date,time,logger.site,logger.position,sensor.depth,site.total.depth,logger.type,latitude,longitude,dissolved.oxygen,temperature,logger.id,day.night,quarterly
8/15/2021 0:00,8/15/2021,0:00,site.4.netpen,mid.temp,0.5,1.7,hobo.onset.temp,44.2301936,-123.1624209,NA,18.033,20659256,night,1
8/15/2021 0:00,8/15/2021,0:00,site.4.netpen,surface.do,0.25,1.7,hobo.onset.do,44.2301936,-123.1624209,4.66,19.02,20708554,night,1
8/15/2021 0:00,8/15/2021,0:00,site.4.netpen,surface.temp,0,1.7,hobo.onset.temp,44.2301936,-123.1624209,NA,20.865,20659266,night,1
8/16/2021 0:00,8/16/2021,0:00,site.4.netpen,bottom.do,1.55,1.7,hobo.onset.do,44.2301936,-123.1624209,2.61,12.48,21063704,night,1
8/16/2021 0:00,8/16/2021,0:00,site.4.netpen,bottom.temp,1.1,1.7,hobo.onset.temp,44.2301936,-123.1624209,NA,12.775,20659269,night,1
8/16/2021 0:00,8/16/2021,0:00,site.4.netpen,mid.do,0.95,1.7,hobo.onset.do,44.2301936,-123.1624209,2.21,12.9,21063701,night,1
8/16/2021 0:00,8/16/2021,0:00,site.4.netpen,mid.temp,0.5,1.7,hobo.onset.temp,44.2301936,-123.1624209,NA,17.249,20659256,night,1
8/16/2021 0:00,8/16/2021,0:00,site.4.netpen,surface.do,0.25,1.7,hobo.onset.do,44.2301936,-123.1624209,4.73,18.46,20708554,night,1
8/16/2021 0:00,8/16/2021,0:00,site.4.netpen,surface.temp,0,1.7,hobo.onset.temp,44.2301936,-123.1624209,NA,20.103,20659266,night,1
8/17/2021 0:00,8/17/2021,0:00,site.4.netpen,bottom.do,1.55,1.7,hobo.onset.do,44.2301936,-123.1624209,2.42,12.52,21063704,night,1
8/17/2021 0:00,8/17/2021,0:00,site.4.netpen,bottom.temp,1.1,1.7,hobo.onset.temp,44.2301936,-123.1624209,NA,12.799,20659269,night,1
8/17/2021 0:00,8/17/2021,0:00,site.4.netpen,mid.do,0.95,1.7,hobo.onset.do,44.2301936,-123.1624209,2.26,12.98,21063701,night,1
8/17/2021 0:00,8/17/2021,0:00,site.4.netpen,mid.temp,0.5,1.7,hobo.onset.temp,44.2301936,-123.1624209,NA,18.176,20659256,night,1
8/17/2021 0:00,8/17/2021,0:00,site.4.netpen,surface.do,0.25,1.7,hobo.onset.do,44.2301936,-123.1624209,3.83,18.78,20708554,night,1
8/17/2021 0:00,8/17/2021,0:00,site.4.netpen,surface.temp,0,1.7,hobo.onset.temp,44.2301936,-123.1624209,NA,19.793,20659266,night,1
8/18/2021 0:00,8/18/2021,0:00,site.4.netpen,bottom.do,1.55,1.7,hobo.onset.do,44.2301936,-123.1624209,10.46,13.96,21063704,night,1
8/18/2021 0:00,8/18/2021,0:00,site.4.netpen,bottom.temp,1.1,1.7,hobo.onset.temp,44.2301936,-123.1624209,NA,13.04,20659269,night,1
8/18/2021 0:00,8/18/2021,0:00,site.4.netpen,mid.do,0.95,1.7,hobo.onset.do,44.2301936,-123.1624209,10.3,14,21063701,night,1
8/18/2021 0:00,8/18/2021,0:00,site.4.netpen,mid.temp,0.5,1.7,hobo.onset.temp,44.2301936,-123.1624209,NA,12.968,20659256,night,1
8/18/2021 0:00,8/18/2021,0:00,site.4.netpen,surface.do,0.25,1.7,hobo.onset.do,44.2301936,-123.1624209,10.29,13.56,20708554,night,1
8/18/2021 0:00,8/18/2021,0:00,site.4.netpen,surface.temp,0,1.7,hobo.onset.temp,44.2301936,-123.1624209,NA,13.906,20659266,night,1
8/19/2021 0:00,8/19/2021,0:00,site.4.netpen,bottom.do,1.55,1.7,hobo.onset.do,44.2301936,-123.1624209,6.2,21.6,21063704,night,1
8/19/2021 0:00,8/19/2021,0:00,site.4.netpen,bottom.temp,1.1,1.7,hobo.onset.temp,44.2301936,-123.1624209,NA,21.795,20659269,night,1
8/19/2021 0:00,8/19/2021,0:00,site.4.netpen,mid.do,0.95,1.7,hobo.onset.do,44.2301936,-123.1624209,5.87,21.64,21063701,night,1
8/19/2021 0:00,8/19/2021,0:00,site.4.netpen,mid.temp,0.5,1.7,hobo.onset.temp,44.2301936,-123.1624209,NA,21.795,20659256,night,1
8/19/2021 0:00,8/19/2021,0:00,site.4.netpen,surface.do,0.25,1.7,hobo.onset.do,44.2301936,-123.1624209,5.92,21.72,20708554,night,1
8/19/2021 0:00,8/19/2021,0:00,site.4.netpen,surface.temp,0,1.7,hobo.onset.temp,44.2301936,-123.1624209,NA,21.795,20659266,night,1
7/24/2021 0:05,7/24/2021,0:05,site.4.netpen,bottom.do,1.55,1.7,hobo.onset.do,44.2301936,-123.1624209,3.36,12,21063704,night,1
7/24/2021 0:05,7/24/2021,0:05,site.4.netpen,bottom.temp,1.1,1.7,hobo.onset.temp,44.2301936,-123.1624209,NA,12.413,20659269,night,1
7/24/2021 0:05,7/24/2021,0:05,site.4.netpen,mid.do,0.95,1.7,hobo.onset.do,44.2301936,-123.1624209,3.57,14.5,21063701,night,1
7/24/2021 0:05,7/24/2021,0:05,site.4.netpen,mid.temp,0.5,1.7,hobo.onset.temp,44.2301936,-123.1624209,NA,17.867,20659256,night,1
7/24/2021 0:05,7/24/2021,0:05,site.4.netpen,surface.do,0.25,1.7,hobo.onset.do,44.2301936,-123.1624209,6.03,18.06,20708554,night,1
